no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1090717,屏東縣枋寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
1,毒品,1090717,屏東縣枋寮鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2,毒品,1090831,新竹縣新埔鎮,農家住宅,    ,    ,5,甲基卡西酮,56000
3,毒品,1090924,屏東縣春日鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4,毒品,1091107,臺中市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.3
5,毒品,1090823,臺中市大里區,大廈(六層以上建築物),    ,    ,1,嗎啡,0
5,毒品,1090823,臺中市大里區,大廈(六層以上建築物),    ,    ,1,安非他命,0
6,毒品,1091113,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,2.53
7,毒品,1091113,新北市三重區,商店行號,    ,    ,1,甲基安非他命,12
8,毒品,1091102,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.32
9,毒品,1091026,新北市三重區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
10,毒品,1090924,桃園市八德區,公寓(三至五層建築物),    ,    ,1,安非他命,0
11,毒品,1091005,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),20.93
12,毒品,1091026,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
12,毒品,1091026,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0
13,毒品,1090827,雲林縣斗南鎮,大廈(六層以上建築物),    ,    ,1,海洛因,0
14,毒品,1091026,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
15,毒品,1091107,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
16,毒品,1091012,高雄市阿蓮區,透天厝,    ,    ,1,安非他命,0
17,毒品,1091004,基隆市仁愛區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
18,毒品,1090507,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
19,毒品,1091007,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
20,毒品,1091106,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,古柯鹼,0.01
21,毒品,1091106,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,7.58
22,毒品,1091110,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,65.17
23,毒品,1091013,臺北市大安區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
24,毒品,1091020,新竹市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
25,毒品,1091130,臺北市北投區,醫療院所(門診中心),    ,    ,1,安非他命,0
26,毒品,1091012,臺中市豐原區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
27,毒品,1091028,臺中市豐原區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
27,毒品,1091028,臺中市豐原區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
28,毒品,1091006,高雄市鳳山區,大廈(六層以上建築物),    ,    ,2,甲基安非他命,0
28,毒品,1091006,高雄市鳳山區,大廈(六層以上建築物),    ,    ,2,安非他命,0
