no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量淨重_克
1,毒品,1040215,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
2,毒品,1040215,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,3.38
3,毒品,1040205,台南市北門區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.86
4,毒品,1040207,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4,毒品,1040207,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
5,毒品,1040107,桃園市八德區,網路咖啡館(店),    ,    ,1,安非他命,0
6,毒品,1031016,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
7,毒品,1040202,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,MDMA（快樂丸）,0
7,毒品,1040202,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
7,毒品,1040202,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,大麻,0
8,毒品,1040202,宜蘭縣三星鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.59
9,毒品,1040203,高雄市梓官區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.72
10,毒品,1030710,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
11,毒品,1040108,彰化縣埤頭鄉,高速公路,    ,    ,1,安非他命,0
12,毒品,1040213,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.81
12,毒品,1040213,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),1.81
13,毒品,1040212,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.26
14,毒品,1031219,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
15,毒品,1031031,高雄市美濃區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
16,毒品,1031114,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
17,毒品,1040107,屏東縣屏東市,公寓(三至五層建築物),    ,    ,1,安非他命,0
18,毒品,1040102,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
19,毒品,1031219,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
20,毒品,1031215,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
21,毒品,1031218,屏東縣屏東市,家畜(牛羊豬雞鴨等)寮,    ,    ,1,安非他命,0
22,毒品,1031109,屏東縣萬丹鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
23,毒品,1031113,高雄市小港區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
24,毒品,1040218,花蓮縣富里鄉,透天厝,    ,    ,1,安非他命,0
25,毒品,1040219,花蓮縣富里鄉,透天厝,    ,    ,1,安非他命,0
26,毒品,1040227,雲林縣虎尾鎮,高速公路,    ,    ,1,安非他命,0.28
26,毒品,1040227,雲林縣虎尾鎮,高速公路,    ,    ,1,安非他命,0.28
27,毒品,1040209,新北市三重區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
28,毒品,1040215,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),20.47
29,毒品,1040214,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.08
30,毒品,1040214,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.02
31,毒品,1040214,台北市大安區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,MDMA（快樂丸）,0.25
32,毒品,1040211,桃園市八德區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.78
32,毒品,1040211,桃園市八德區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.35
32,毒品,1040211,桃園市八德區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.38
32,毒品,1040211,桃園市八德區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.51
33,毒品,1040110,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
33,毒品,1040110,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
34,毒品,1040203,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
35,毒品,1040112,彰化縣鹿港鎮,河(中)海(堤)邊,    ,    ,1,海洛因,0
36,毒品,1040225,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
37,毒品,1040128,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,1.53
38,毒品,1040128,雲林縣麥寮鄉,透天厝,    ,    ,1,甲基安非他命,1.53
39,毒品,1031207,高雄市美濃區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
40,毒品,1040106,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
41,毒品,1021209,屏東縣長治鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
42,毒品,1040213,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
42,毒品,1040213,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
43,毒品,1040211,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,1.02
44,毒品,1031223,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
45,毒品,1031223,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
46,毒品,1040107,高雄市新興區,大廈(六層以上建築物),    ,    ,1,海洛因,11
46,毒品,1040107,高雄市新興區,大廈(六層以上建築物),    ,    ,1,安非他命,6.5
47,毒品,1031223,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
48,毒品,1040121,台中市沙鹿區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
49,毒品,1031108,台中市清水區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
50,毒品,1040203,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,0
51,毒品,1040204,新北市板橋區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
52,毒品,1031220,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
53,毒品,1040112,南投縣國姓鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
54,毒品,1031105,金門縣金湖鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
54,毒品,1031105,金門縣金湖鎮,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
55,毒品,1040205,台東縣卑南鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.7
56,毒品,1040111,新北市五股區,公寓(三至五層建築物),    ,    ,1,安非他命,0
57,毒品,1040209,新北市蘆洲區,公寓(三至五層建築物),    ,    ,1,安非他命,9.56
57,毒品,1040209,新北市蘆洲區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),0.22
58,毒品,1040210,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.75
59,毒品,1040211,新北市五股區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.53
60,毒品,1031124,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
61,毒品,1040216,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.95
62,毒品,1040212,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
63,毒品,1040211,台東縣台東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.65
64,毒品,1040204,台南市新營區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
65,毒品,1031225,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
66,毒品,1040211,台北市內湖區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
67,毒品,1040204,基隆市中山區,公寓(三至五層建築物),    ,    ,1,海洛因,6.7
68,毒品,1031028,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
69,毒品,1021105,新北市中和區,大廈(六層以上建築物),    ,    ,1,安非他命,0
69,毒品,1021105,新北市中和區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
70,毒品,1040203,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,127.5
71,毒品,1040123,新北市中和區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
72,毒品,1030122,基隆市中山區,公寓(三至五層建築物),    ,    ,1,海洛因,0
72,毒品,1030122,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
73,毒品,1031209,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
74,毒品,1040202,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0.01
75,毒品,1020401,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,安非他命,0.01
76,毒品,1040108,台南市新化區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
77,毒品,1031212,高雄市林園區,透天厝,    ,    ,1,嗎啡,0
78,毒品,1040210,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),17.2
78,毒品,1040210,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),18.99
79,毒品,1040205,屏東縣屏東市,公寓(三至五層建築物),    ,    ,1,海洛因,6.81
79,毒品,1040205,屏東縣屏東市,公寓(三至五層建築物),    ,    ,1,海洛因,2.99
80,毒品,1040205,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.31
81,毒品,1040105,台南市北區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
82,毒品,1031027,新北市汐止區,出租公寓（套房）,    ,    ,1,安非他命,1.8
83,毒品,1031120,屏東縣恆春鎮,透天厝,    ,    ,1,海洛因,0
84,毒品,1031028,屏東縣恆春鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
85,毒品,1020212,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
85,毒品,1020212,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
86,毒品,1031031,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
87,毒品,1040209,南投縣國姓鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,1.75
87,毒品,1040209,南投縣國姓鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.3
88,毒品,1040209,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.5
89,毒品,1040211,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.42
90,毒品,1031205,桃園市桃園區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,0
91,毒品,1040216,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.18
92,毒品,1040216,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,35.49
93,毒品,1040216,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.22
94,毒品,1031006,金門縣金沙鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
95,毒品,1030309,嘉義縣水上鄉,透天厝,    ,    ,1,安非他命,0
96,毒品,1031224,嘉義縣太保市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
96,毒品,1031224,嘉義縣太保市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
97,毒品,1040117,新北市三重區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
98,毒品,1031218,新北市三重區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
99,毒品,1031225,新竹市東區,大廈(六層以上建築物),    ,    ,1,安非他命,2.43
99,毒品,1031225,新竹市東區,大廈(六層以上建築物),    ,    ,1,安非他命,0.33
100,毒品,1040216,桃園市桃園區,汽車旅館,    ,    ,3,安非他命,9.9
101,毒品,1040115,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
102,毒品,1031210,桃園市八德區,商店行號,    ,    ,1,K(愷)他命(含液態),0
103,毒品,1030926,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
104,毒品,1040106,嘉義縣鹿草鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
105,毒品,1040208,台南市永康區,公寓(三至五層建築物),    ,    ,1,海洛因,0
106,毒品,1030917,南投縣草屯鎮,高速公路,    ,交流道,1,安非他命,0
107,毒品,1040212,台北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,17.3
107,毒品,1040212,台北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,53.79
108,毒品,1040208,桃園市新屋區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
109,毒品,1040208,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.46
110,毒品,1031228,彰化縣埤頭鄉,高速公路,    ,    ,1,安非他命,0
111,毒品,1040116,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
112,毒品,1040208,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0.01
113,毒品,1040208,新北市鶯歌區,網路咖啡館(店),    ,    ,2,海洛因,0
114,毒品,1031222,新北市三峽區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
115,毒品,1040228,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),72.84
116,毒品,1030921,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
117,毒品,1040208,高雄市三民區,其他交通場所,    ,街道馬路,1,安非他命,3.64
118,毒品,1030719,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
119,毒品,1031223,高雄市三民區,汽車旅館,    ,    ,1,安非他命,0
120,毒品,1031217,新北市樹林區,公寓(三至五層建築物),    ,    ,1,安非他命,0
120,毒品,1031217,新北市樹林區,公寓(三至五層建築物),    ,    ,1,海洛因,2.23
121,毒品,1040210,高雄市三民區,其他,    ,    ,1,安非他命,3.96
