no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量淨重_克
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.6
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.6
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.6
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.6
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,2.1
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.4
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,海洛因,0.2
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,安非他命,0
1,毒品,1061211,高雄市岡山區,普通住宅(一、二層樓),    ,    ,4,甲基安非他命,0
2,毒品,1061205,台南市永康區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3,毒品,1061203,台南市永康區,透天厝,    ,    ,1,安非他命,0
4,毒品,1070127,高雄市苓雅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.2
5,毒品,1060928,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,安非他命,0
6,毒品,1061130,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
7,毒品,1070103,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,4.97
8,毒品,1070102,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.15
9,毒品,1061015,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
10,毒品,1070102,新北市三重區,銀行（含合作金庫）,    ,    ,1,甲基安非他命,0
11,毒品,1060807,新北市三重區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
12,毒品,1070120,宜蘭縣宜蘭市,旅社飯店客棧汽車旅館,    ,    ,1,甲基安非他命,0.24
13,毒品,1061104,彰化縣線西鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
14,毒品,1060301,彰化縣伸港鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
15,毒品,1061124,彰化縣和美鎮,透天厝,    ,    ,1,安非他命,0
16,毒品,1061120,台中市霧峰區,透天厝,    ,    ,1,海洛因,0
17,毒品,1070130,新竹縣新埔鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,3.06
18,毒品,1061104,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
18,毒品,1061104,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
19,毒品,1060415,新竹縣竹東鎮,透天厝,    ,    ,1,安非他命,0
20,毒品,1051214,新北市中和區,大廈(六層以上建築物),其他,房間（起居室）,4,氯乙基卡西酮（Chloroethcathinone、CEC）,683.49
20,毒品,1051214,新北市中和區,大廈(六層以上建築物),其他,房間（起居室）,4,安非他命,0.4
21,毒品,1061119,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,6.5
22,毒品,1061213,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
23,毒品,1070105,彰化縣和美鎮,高速公路,    ,交流道,1,海洛因,55.3
23,毒品,1070105,彰化縣和美鎮,高速公路,    ,交流道,1,安非他命,2.2
24,毒品,1070120,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.2
25,毒品,1070126,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.24
26,毒品,1060705,嘉義縣民雄鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
27,毒品,1070124,新北市板橋區,網路咖啡館(店),    ,    ,2,甲基安非他命,0.6
27,毒品,1070124,新北市板橋區,網路咖啡館(店),    ,    ,2,甲基安非他命,0.07
28,毒品,1070124,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.69
29,毒品,1061231,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
30,毒品,1070116,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
30,毒品,1070116,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,GHB(伽瑪-羥基丁酸),12.64
31,毒品,1070106,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.73
32,毒品,1070105,台北市松山區,公路(省、縣、鄉、鎮道,UThome聊天室,電腦網路,1,安非他命,1.54
33,毒品,1070112,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.78
34,毒品,1070111,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.65
35,毒品,1070111,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.1
35,毒品,1070111,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.95
36,毒品,1070111,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.67
37,毒品,1061126,台南市新營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
38,毒品,1060927,台南市新營區,公園,    ,公廁,1,海洛因,0
38,毒品,1060927,台南市新營區,公園,    ,公廁,1,安非他命,0
39,毒品,1060925,台南市新營區,圖書館,    ,公廁,1,海洛因,0
40,毒品,1070130,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.44
41,毒品,1070102,桃園市大溪區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,5.92
42,毒品,1061029,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
43,毒品,1070131,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.58
44,毒品,1061031,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
44,毒品,1061031,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
45,毒品,1070130,台中市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
46,毒品,1070111,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.18
47,毒品,1070109,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,K(愷)他命(含液態),57.05
47,毒品,1070109,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,K(愷)他命(含液態),161.8
48,毒品,1061223,新北市鶯歌區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,0
49,毒品,1061220,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,海洛因,0
