no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1081004,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
2,毒品,1080830,台中市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3,毒品,1080905,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),48.1
3,毒品,1080905,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),49.98
4,毒品,1080512,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
5,毒品,1080308,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.86
5,毒品,1080308,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.85
5,毒品,1080308,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,6.17
6,毒品,1080301,桃園市龜山區,大廈(六層以上建築物),    ,    ,1,安非他命,0
7,毒品,1081016,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
8,毒品,1081006,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.45
9,毒品,1081007,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.44
10,毒品,1080924,苗栗縣竹南鎮,出租公寓（套房）,    ,    ,2,K(愷)他命(含液態),30.11
11,毒品,1081002,新北市蘆洲區,公寓(三至五層建築物),    ,    ,1,安非他命,0
12,毒品,1081006,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.46
13,毒品,1081028,高雄市旗津區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.35
14,毒品,1081024,台北市松山區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,0.91
15,毒品,1081027,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
16,毒品,1081025,台北市松山區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,0.18
17,毒品,1081027,台北市松山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.78
18,毒品,1081027,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
19,毒品,1081026,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,6.48
19,毒品,1081026,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,1.99
20,毒品,1081029,桃園市平鎮區,公寓(三至五層建築物),    ,    ,1,海洛因,0
20,毒品,1081029,桃園市平鎮區,公寓(三至五層建築物),    ,    ,1,安非他命,0
21,毒品,1081014,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.79
22,毒品,1080610,彰化縣埔鹽鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
