no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量淨重_克
1,毒品,1041224,台北市萬華區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,3.17
1,毒品,1041224,台北市萬華區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,11.25
2,毒品,1041226,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.76
3,毒品,1041222,台北市萬華區,醫療院所(門診中心),    ,    ,1,海洛因,2.47
4,毒品,1041018,台中市西屯區,公園,    ,    ,1,安非他命,0
5,毒品,1041213,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,機車上,1,安非他命,0.71
6,毒品,1041212,台中市西屯區,大廈(六層以上建築物),    ,    ,1,安非他命,1.39
7,毒品,1041204,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.96
8,毒品,1040927,南投縣仁愛鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
9,毒品,1041214,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.49
10,毒品,1041115,桃園市中壢區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
11,毒品,1041221,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,10.26
12,毒品,1041220,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,35.52
13,毒品,1041221,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.52
14,毒品,1041212,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
15,毒品,1041223,雲林縣斗六市,公路(省、縣、鄉、鎮道,    ,機車上,1,安非他命,0
16,毒品,1041103,嘉義縣朴子市,運動場所,    ,    ,1,安非他命,0
17,毒品,1041229,屏東縣里港鄉,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
18,毒品,1041119,彰化縣員林市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
19,毒品,1040910,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
19,毒品,1040910,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
