no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量淨重_克
1,毒品,1050307,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2,毒品,1050612,基隆市七堵區,普通住宅(一、二層樓),    ,    ,1,安非他命,3.3
3,毒品,1040228,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4,毒品,1050315,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.4
4,毒品,1050315,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.62
5,毒品,1050605,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
6,毒品,1050123,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
7,毒品,1050406,基隆市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
8,毒品,1050623,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,7.95
9,毒品,1050621,基隆市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.85
10,毒品,1050618,新北市汐止區,公路(省、縣、鄉、鎮道,    ,汽車上,2,安非他命,0
11,毒品,1050509,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
12,毒品,1050511,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
13,毒品,1050617,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
14,毒品,1050623,台北市萬華區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,1.44
15,毒品,1050515,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
16,毒品,1050623,新北市汐止區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,52.89
16,毒品,1050623,新北市汐止區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,13.64
17,毒品,1050605,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.09
18,毒品,1050613,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.3
19,毒品,1050613,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
20,毒品,1050318,金門縣金湖鎮,普通住宅(一、二層樓),出租公寓（套房）,    ,1,甲基安非他命,0
21,毒品,1050227,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
22,毒品,1050517,台南市仁德區,普通住宅(一、二層樓),    ,    ,2,安非他命,0.2
23,毒品,1050516,台南市仁德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
24,毒品,1050504,台中市大里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
25,毒品,1050614,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,3563.1
25,毒品,1050614,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),4.46
25,毒品,1050614,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,204.67
26,毒品,1050220,台北市中山區,公寓(三至五層建築物),其他,電腦網路,2,K(愷)他命(含液態),10
27,毒品,1050614,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
28,毒品,1050428,新竹縣尖石鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
29,毒品,1050507,新北市新店區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
30,毒品,1050626,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,3.87
31,毒品,1050315,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
32,毒品,1050623,新北市樹林區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,甲基安非他命,2.2
33,毒品,1050619,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.6
34,毒品,1050617,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.01
35,毒品,1050604,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,14.82
36,毒品,1050630,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.52
37,毒品,1050628,屏東縣長治鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,3.67
37,毒品,1050628,屏東縣長治鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.95
38,毒品,1050418,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
38,毒品,1050418,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
39,毒品,1050609,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,2.17
40,毒品,1050321,台東縣台東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
41,毒品,1050616,彰化縣芳苑鄉,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0.42
42,毒品,1050615,高雄市仁武區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
42,毒品,1050615,高雄市仁武區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
43,毒品,1050516,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
44,毒品,1050601,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.5
45,毒品,1050531,新北市五股區,公寓(三至五層建築物),    ,    ,1,安非他命,0.38
46,毒品,1050619,台北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
47,毒品,1050618,台北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
48,毒品,1050618,台北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.77
