no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1090705,南投縣信義鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
2,毒品,1090404,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3,毒品,1090722,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.44
4,毒品,1090507,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,"3,4-亞甲基雙氧苯基甲胺戊酮Pentylone",0.5
5,毒品,1090714,嘉義縣水上鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
6,毒品,1090501,臺中市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
7,毒品,1090211,雲林縣崙背鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
8,毒品,1090617,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9,毒品,1090729,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,1
10,毒品,1090519,臺南市新市區,透天厝,    ,    ,1,嗎啡,0
11,毒品,1090429,臺南市新市區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
12,毒品,1080513,臺南市下營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
13,毒品,1081205,新北市五股區,大廈(六層以上建築物),    ,    ,2,安非他命,0
14,毒品,1090310,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.01
15,毒品,1090609,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
15,毒品,1090609,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
16,毒品,1090329,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
17,毒品,1090529,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
18,毒品,1090617,高雄市大寮區,大廈(六層以上建築物),    ,    ,1,安非他命,0.64
18,毒品,1090617,高雄市大寮區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
19,毒品,1090612,臺南市西港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
20,毒品,1090520,臺南市七股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
21,毒品,1090608,臺南市西港區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
21,毒品,1090608,臺南市西港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
22,毒品,1090526,臺南市白河區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
23,毒品,1090717,新北市萬里區,集合住宅,    ,    ,1,安非他命,0
24,毒品,1090723,臺中市外埔區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
25,毒品,1090521,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
26,毒品,1090619,新北市五股區,汽車旅館,    ,    ,1,安非他命,0
27,毒品,1080213,新北市八里區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
28,毒品,1090615,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,3.7
28,毒品,1090615,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.97
29,毒品,1090615,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.17
30,毒品,1090614,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,10.03
30,毒品,1090614,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.52
31,毒品,1090612,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.75
32,毒品,1080905,新北市蘆洲區,河(中)海(堤)邊,    ,    ,1,K(愷)他命(含液態),0
33,毒品,1090614,臺中市太平區,普通住宅(一、二層樓),    ,    ,8,安非他命,0
34,毒品,1090730,屏東縣潮州鎮,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,7
35,毒品,1090605,屏東縣新埤鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
36,毒品,1090605,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
37,毒品,1071115,新北市新莊區,便利商店,    ,    ,1,甲基安非他命,0
38,毒品,1090818,高雄市左營區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.35
39,毒品,1090410,宜蘭縣羅東鎮,公寓(三至五層建築物),    ,    ,1,安非他命,0.92
40,毒品,1090603,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
41,毒品,1090612,雲林縣四湖鄉,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
41,毒品,1090612,雲林縣四湖鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
42,毒品,1090714,新竹縣竹東鎮,公寓(三至五層建築物),    ,    ,1,安非他命,0
43,毒品,1090710,新竹縣竹東鎮,公寓(三至五層建築物),    ,    ,1,安非他命,0
44,毒品,1090723,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),12.05
45,毒品,1090724,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.43
46,毒品,1090723,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.69
47,毒品,1090726,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.88
48,毒品,1090115,基隆市仁愛區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
