no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1090203,臺北市松山區,公路(省、縣、鄉、鎮道,LINE,電腦網路,1,安非他命,0
2,毒品,1100305,臺北市松山區,公路(省、縣、鄉、鎮道,其他,電腦網路,1,安非他命,1.41
3,毒品,1090808,臺北市松山區,其他交通場所,    ,    ,1,甲基安非他命,0
4,毒品,1100205,臺南市北門區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
5,毒品,1091225,臺南市玉井區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
6,毒品,1100319,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,4
6,毒品,1100319,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
7,毒品,1100113,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,5,海洛因,0
7,毒品,1100113,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,5,安非他命,0
8,毒品,1100307,高雄市前金區,普通住宅(一、二層樓),    ,    ,1,安非他命,8.34
9,毒品,1090919,新北市瑞芳區,透天厝,    ,    ,1,甲基安非他命,23.6
10,毒品,1091222,桃園市大溪區,公司(會社),    ,    ,1,安非他命,0.17
11,毒品,1100316,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.1
11,毒品,1100316,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),26.82
12,毒品,1100314,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,33
13,毒品,1100127,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基安非他命,0
14,毒品,1091224,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
15,毒品,1100208,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
16,毒品,1100322,高雄市林園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.69
16,毒品,1100322,高雄市林園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,12.83
16,毒品,1100322,高雄市林園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.16
17,毒品,1091018,臺南市新化區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.5
18,毒品,1100215,新竹市北區,公寓(三至五層建築物),    ,    ,1,安非他命,0
19,毒品,1100328,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.24
20,毒品,1100121,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
21,毒品,1100324,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),6.56
22,毒品,1100222,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
23,毒品,1100208,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
