no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1101031,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
2,毒品,1101104,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3,毒品,1101031,屏東縣枋寮鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4,毒品,1100922,南投縣竹山鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,25.73
4,毒品,1100922,南投縣竹山鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,15.96
5,毒品,1101026,高雄市旗津區,透天厝,    ,    ,1,甲基安非他命,0
6,毒品,1101214,臺中市南區,捷運（含車道、車站等）,    ,    ,1,GHB(伽瑪-羥基丁酸),63.17
6,毒品,1101214,臺中市南區,捷運（含車道、車站等）,    ,    ,1,安非他命,56.03
7,毒品,1101214,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.63
8,毒品,1101223,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0
9,毒品,1101223,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
10,毒品,1101115,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
11,毒品,1101105,新北市永和區,公寓(三至五層建築物),    ,客廳,1,甲基安非他命,0
12,毒品,1101126,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
13,毒品,1100917,桃園市桃園區,監獄看守所及觀護所,    ,    ,1,安非他命,0.4
14,毒品,1101027,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
15,毒品,1101029,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
16,毒品,1101020,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
17,毒品,1101026,桃園市桃園區,出租公寓（套房）,    ,    ,1,安非他命,0
18,毒品,1101009,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
19,毒品,1101124,桃園市桃園區,旅社飯店客棧,    ,    ,1,安非他命,0.61
20,毒品,1101101,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,安非他命,0
20,毒品,1101101,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,海洛因,0
21,毒品,1101127,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
22,毒品,1091008,新北市新店區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
23,毒品,1101111,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
24,毒品,1101227,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
24,毒品,1101227,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
25,毒品,1101227,屏東縣屏東市,加油站,    ,公廁,1,安非他命,0
25,毒品,1101227,屏東縣屏東市,加油站,    ,公廁,1,海洛因,0.29
26,毒品,1101208,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.47
27,毒品,1100323,高雄市左營區,大廈(六層以上建築物),    ,    ,4,大麻脂,540
28,毒品,1101114,臺北市士林區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
29,毒品,1101028,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
30,毒品,1101007,桃園市桃園區,大廈(六層以上建築物),    ,    ,1,海洛因,0
31,毒品,1101211,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.25
32,毒品,1101022,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
33,毒品,1101109,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
34,毒品,1101109,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
35,毒品,1100920,桃園市桃園區,醫療院所(門診中心),    ,    ,1,海洛因,0.45
36,毒品,1101212,桃園市桃園區,旅社飯店客棧,    ,    ,1,安非他命,0
37,毒品,1101203,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
37,毒品,1101203,新北市新店區,公寓(三至五層建築物),    ,    ,1,海洛因,0
38,毒品,1100208,臺北市萬華區,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,0
39,毒品,1101105,臺北市萬華區,公寓(三至五層建築物),    ,    ,1,安非他命,0
40,毒品,1101109,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
41,毒品,1101012,臺北市萬華區,公路(省、縣、鄉、鎮道,其他,電腦網路,3,4-甲基甲基卡西酮(喵喵),941.59
42,毒品,1100818,高雄市三民區,透天厝,    ,    ,1,K(愷)他命(含液態),152.8
43,毒品,1101209,金門縣金寧鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.27
44,毒品,1101216,臺中市北屯區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),7.7
45,毒品,1101021,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
46,毒品,1101101,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
47,毒品,1100914,雲林縣北港鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.4
48,毒品,1101210,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,9.9
