no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1070619,台中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
2,毒品,1071030,台中市西屯區,汽車旅館,其他,電腦網路,1,K(愷)他命(含液態),2.9
3,毒品,1070720,台中市新社區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3,毒品,1070720,台中市新社區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
4,毒品,1070920,台北市北投區,公寓(三至五層建築物),    ,    ,1,安非他命,0
5,毒品,1070727,台中市東區,透天厝,    ,    ,1,甲基安非他命,0
6,毒品,1070916,宜蘭縣宜蘭市,出租公寓（套房）,    ,    ,1,安非他命,0
7,毒品,1070824,花蓮縣吉安鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
8,毒品,1070728,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9,毒品,1070909,花蓮縣秀林鄉,工地、工寮,    ,    ,1,安非他命,0
10,毒品,1070901,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
11,毒品,1070723,高雄市新興區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
12,毒品,1071007,新北市板橋區,網路咖啡館(店),    ,    ,1,甲基安非他命,0.05
13,毒品,1071007,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.91
14,毒品,1071007,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,1.37
15,毒品,1071007,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.17
16,毒品,1070923,台中市北區,大廈(六層以上建築物),    ,    ,1,海洛因,0
17,毒品,1070513,台中市北區,透天厝,    ,    ,1,海洛因,0.6
17,毒品,1070513,台中市北區,透天厝,    ,    ,1,安非他命,0.68
18,毒品,1070924,台中市北區,大廈(六層以上建築物),    ,    ,1,海洛因,0
18,毒品,1070924,台中市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
19,毒品,1070718,屏東縣林邊鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
20,毒品,1071016,台南市中西區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.14
