no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1100727,臺中市神岡區,公寓(三至五層建築物),    ,    ,1,安非他命,0.23
2,毒品,1100727,臺中市豐原區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3,毒品,1100505,苗栗縣苗栗市,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
4,毒品,1100507,苗栗縣苗栗市,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
5,毒品,1100503,苗栗縣苗栗市,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
6,毒品,1100715,雲林縣斗南鎮,公寓(三至五層建築物),    ,    ,1,2-碘-甲基苯丙酮,351130
7,毒品,1100726,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
8,毒品,1100720,基隆市七堵區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.23
9,毒品,1090704,花蓮縣花蓮市,小學(含幼稚園及托兒所),    ,門口(出入口),1,4-甲基甲基卡西酮(喵喵),0
10,毒品,1100628,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.2
11,毒品,1100415,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
12,毒品,1100715,臺南市永康區,公寓(三至五層建築物),    ,    ,1,安非他命,2.02
13,毒品,1100714,屏東縣東港鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.64
14,毒品,1100329,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
15,毒品,1100418,彰化縣溪湖鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
16,毒品,1100115,臺南市官田區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
17,毒品,1100719,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,4.9
17,毒品,1100719,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.2
18,毒品,1100503,臺中市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
19,毒品,1100717,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.7
20,毒品,1100704,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),43.09
20,毒品,1100704,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,20.35
21,毒品,1100716,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.98
22,毒品,1100716,新北市深坑區,公寓(三至五層建築物),    ,    ,1,安非他命,0.32
23,毒品,1100705,花蓮縣光復鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,2.27
23,毒品,1100705,花蓮縣光復鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,1.28
24,毒品,1100719,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,6.25
25,毒品,1091201,臺中市北區,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,4.05
26,毒品,1100614,臺北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
27,毒品,1100429,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
27,毒品,1100429,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
28,毒品,1100723,宜蘭縣蘇澳鎮,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.37
29,毒品,1100715,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.42
29,毒品,1100715,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0.42
30,毒品,1100714,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,2,甲基安非他命,7.3
30,毒品,1100714,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,2,甲基安非他命,5.5
30,毒品,1100714,宜蘭縣羅東鎮,普通住宅(一、二層樓),    ,    ,2,海洛因,2.3
31,毒品,1100405,臺南市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
32,毒品,1100704,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,K(愷)他命(含液態),9.63
