no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量淨重_克
1,毒品,1040513,屏東縣潮州鎮,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),13
1,毒品,1040513,屏東縣潮州鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,17.55
2,毒品,1040512,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.5
3,毒品,1040507,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.3
4,毒品,1031024,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
5,毒品,1040130,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
5,毒品,1040130,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
6,毒品,1040329,新北市板橋區,市場(含夜市),    ,    ,1,安非他命,0
6,毒品,1040329,新北市板橋區,市場(含夜市),    ,    ,1,甲基安非他命,0
7,毒品,1040513,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
8,毒品,1040513,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,4.86
9,毒品,1040416,彰化縣二林鎮,普通住宅(一、二層樓),    ,房間（起居室）,1,甲基安非他命,0
10,毒品,1040517,台北市萬華區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.12
11,毒品,1040424,台北市萬華區,公寓(三至五層建築物),    ,    ,1,安非他命,0
12,毒品,1040512,台中市北屯區,大廈(六層以上建築物),    ,    ,1,安非他命,0.3
13,毒品,1030731,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,17.5
14,毒品,1031026,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
15,毒品,1031202,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
16,毒品,1040418,彰化縣鹿港鎮,寺廟、道觀、佛堂、神,    ,    ,1,海洛因,0
16,毒品,1040418,彰化縣鹿港鎮,寺廟、道觀、佛堂、神,    ,    ,1,安非他命,0
17,毒品,1040321,桃園市蘆竹區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
