no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1070711,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.42
1,毒品,1070711,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基安非他命,703
1,毒品,1070711,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基安非他命,80.96
1,毒品,1070711,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),6.12
1,毒品,1070711,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),3.74
2,毒品,1070915,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0.1
3,毒品,1070919,新北市新莊區,公路(省、縣、鄉、鎮道,UThome聊天室,電腦網路,2,三甲氧苯乙胺,311.3
4,毒品,1070908,新竹縣關西鎮,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),11.05
5,毒品,1070630,台中市東勢區,加油站,    ,    ,1,海洛因,0
6,毒品,1070531,台中市東勢區,公寓(三至五層建築物),    ,    ,1,安非他命,0
7,毒品,1070720,台中市東勢區,山林間,    ,    ,1,海洛因,0
7,毒品,1070720,台中市東勢區,山林間,    ,    ,1,安非他命,0
8,毒品,1070813,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9,毒品,1070902,新北市中和區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0.38
10,毒品,1070929,新北市中和區,公路(省、縣、鄉、鎮道,其他,電腦網路,3,K(愷)他命(含液態),763.5
11,毒品,1070901,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
12,毒品,1070710,基隆市安樂區,大廈(六層以上建築物),    ,    ,1,安非他命,0
13,毒品,1070903,嘉義縣太保市,汽車旅館,    ,    ,1,甲基安非他命,3293
14,毒品,1070609,嘉義縣太保市,國中,    ,    ,1,安非他命,0
15,毒品,1070628,桃園市八德區,普通住宅(一、二層樓),    ,    ,3,海洛因,0
15,毒品,1070628,桃園市八德區,普通住宅(一、二層樓),    ,    ,3,甲基安非他命,0
16,毒品,1070903,高雄市左營區,大廈(六層以上建築物),    ,    ,1,海洛因,1.56
17,毒品,1070717,高雄市左營區,其他,    ,    ,1,安非他命,0
18,毒品,1070810,高雄市鳳山區,公園,    ,    ,6,安非他命,0
18,毒品,1070810,高雄市鳳山區,公園,    ,    ,6,海洛因,0
19,毒品,1070712,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
19,毒品,1070712,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
20,毒品,1070808,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
21,毒品,1070812,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
22,毒品,1070926,新北市中和區,旅社飯店客棧汽車旅館,    ,    ,2,安非他命,0.65
23,毒品,1070616,新北市中和區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
24,毒品,1070906,新北市八里區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,31.7
25,毒品,1070811,雲林縣元長鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
25,毒品,1070811,雲林縣元長鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
26,毒品,1070802,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
27,毒品,1070920,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.63
28,毒品,1060901,高雄市新興區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
29,毒品,1070728,高雄市六龜區,農家住宅,    ,    ,1,安非他命,0
30,毒品,1070514,嘉義市西區,公園,    ,廁所（非公廁）,1,嗎啡,0
31,毒品,1070718,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
32,毒品,1070924,基隆市安樂區,工廠(不含爆竹車輛修配、含工業,    ,    ,1,安非他命,9.73
33,毒品,1070804,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
34,毒品,1070926,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
35,毒品,1070715,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
36,毒品,1070708,台南市北區,公園,    ,    ,1,安非他命,0
37,毒品,1070807,台南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
38,毒品,1070210,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
38,毒品,1070210,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
39,毒品,1070922,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
40,毒品,1070920,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.57
41,毒品,1070920,桃園市桃園區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,4.72
